15923,IND
60133,IND
83681,IND
65507,IND
34263,IND
49139,GRP
58995,IND
88490,IND
46444,IND
60587,IND
44546,IND
51628,IND
40110,IND
15998,IND
96457,IND
70841,IND
46139,IND
40386,IND
98916,GRP
32190,OTH
27550,IND
24040,GRP
73516,IND
88905,GRP
42112,IND
37740,IND
72405,GRP
47445,IND
27158,IND
17183,IND
42325,IND
15180,GRP
58026,IND
81352,IND
33133,IND
91036,GRP
22882,IND
40842,IND
73612,IND
15815,GRP
24049,IND
79204,GRP
46229,GRP
34669,IND
34575,OTH
20357,OTH
52445,GRP
10991,IND
57135,IND
72369,GRP
42192,IND
43587,IND
41553,IND
62986,GRP
70051,GRP
73642,IND
11645,GRP
72274,IND
21524,IND
84579,IND
59519,OTH
51386,IND
10918,IND
57541,IND
25125,IND
61295,IND
53351,IND
25463,IND
85613,GRP
85886,IND
54621,OTH
80397,GRP
67926,IND
41588,IND
51948,IND
28196,GRP
50376,IND
45304,IND
27228,IND
57326,GRP
88221,IND
97610,IND
63048,IND
30075,IND
60466,IND
25685,IND
16333,IND
78417,IND
51525,IND
84550,IND
23530,IND
57284,IND
59700,IND
13433,GRP
80197,IND
79309,GRP
47696,GRP
55633,IND
87934,IND
27455,IND
83466,OTH
48657,IND
86611,GRP
12193,IND
63985,OTH
20522,IND
70324,IND
89329,IND
11100,IND
83240,IND
81890,IND
72037,IND
94607,OTH
72531,IND
98575,IND
58342,IND
39429,IND
18786,IND
67049,IND
98216,IND
37649,IND
59751,IND
92215,GRP
22311,IND
75125,OTH
21354,IND
22594,IND
33394,IND
56513,IND
59691,GRP
41997,IND
56637,IND
97410,GRP
77746,IND
17704,IND
61674,IND
39860,IND
79934,OTH
55048,IND
76833,IND
55832,IND
32056,IND
67841,IND
94427,GRP
96594,GRP
62689,IND
35968,IND
14516,IND
15866,IND
57185,GRP
91430,GRP
29203,IND
27913,IND
46410,IND
16856,IND
89200,IND
45269,GRP
15437,IND
91472,OTH
98531,IND
98685,IND
31665,GRP
38732,GRP
46983,IND
22067,IND
79756,IND
99563,IND
23542,GRP
83416,IND
67418,IND
58632,IND
35612,OTH
96905,IND
79778,IND
90328,IND
71350,IND
43782,IND
58287,IND
32061,IND
63129,IND
74797,IND
25177,IND
87428,OTH
39400,IND
88745,GRP
70443,IND
90327,IND
65545,IND
58543,GRP
79222,IND
72401,IND
31354,IND
29008,GRP
41590,OTH
72523,GRP
14640,GRP
74909,IND
96397,IND
34030,IND
29113,GRP
11286,IND
41821,OTH
76379,IND
52080,IND
51762,IND
71592,IND
78688,GRP
76135,IND
30778,IND
22569,GRP
48938,IND
41438,IND
73439,IND
